Log,Label
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.66.63:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.89.155:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.91.159:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.199.225:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.27.63:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.43.115:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.250.10.176:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.127.243:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.71.16:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.125.193:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.127.191:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.65.237:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.125.237:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.194.147:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.42.207:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.111.209:50010,Anomaly
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.195.70:50010,Anomaly
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.203.246:50010,Anomaly
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.250.6.223:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.110.68:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.30.179:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.250.17.225:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.125.174:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.67.113:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.111.37:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.126.5:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.71.68:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.250.7.146:50010,Anomaly
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.106.10:50010,Anomaly
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.203.149:50010,Anomaly
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.125.193:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.38.53:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.42.84:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.123.1:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.126.255:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.70.112:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.250.14.196:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.250.7.244:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.89.155:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.250.15.240:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.250.5.237:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.194.245:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.110.8:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.67.113:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.75.143:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.250.5.237:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.250.7.146:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.67.225:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.121.224:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.203.149:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.75.79:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.43.115:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.70.211:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.75.49:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.197.161:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.43.115:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.66.3:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.193.224:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.194.147:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.71.193:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.193.224:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.198.33:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.30.6:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.250.7.244:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.111.209:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.65.237:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.110.8:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.42.9:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.91.32:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.195.33:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.39.192:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.74.79:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.250.17.225:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.215.16:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.75.143:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.39.242:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.42.84:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.74.134:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.250.18.114:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.107.98:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.39.144:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.250.6.223:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.43.147:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.90.81:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.25.237:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.31.5:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.39.64:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.250.10.213:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.198.196:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.66.192:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.250.14.196:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.105.189:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.31.242:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.107.19:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.31.160:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.66.192:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.250.7.96:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.122.65:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.215.192:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.111.209:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.198.196:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.75.163:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.250.13.240:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.250.14.38:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.74.227:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.203.179:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.215.16:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.74.227:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.107.19:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.107.227:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.126.227:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.250.13.188:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.123.132:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.67.211:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.31.180:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.39.209:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.43.21:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.250.19.16:50010,Anomaly
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.203.179:50010,Anomaly
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.214.225:50010,Anomaly
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.107.242:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.193.175:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.214.18:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.125.174:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.37.240:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.75.49:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.122.79:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.125.174:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.199.86:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.106.214:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.109.236:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.214.225:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.111.228:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.31.180:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.66.3:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.127.191:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.194.245:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.26.8:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.126.255:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.202.134:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.30.85:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.198.196:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.30.179:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.31.160:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.111.80:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.127.47:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.42.9:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.250.19.227:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.250.7.146:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.197.161:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.250.13.188:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.126.5:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.30.85:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.250.11.53:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.202.181:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.66.192:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.199.245:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.215.50:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.31.180:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.250.14.143:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.30.134:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.39.144:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.250.5.161:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.194.102:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.67.225:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.122.79:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.197.226:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.71.16:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.250.17.177:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.67.113:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.73.188:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.250.5.237:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.125.193:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.91.32:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.109.236:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.111.228:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.65.237:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.250.14.38:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.199.225:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.90.134:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.126.83:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.214.67:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.31.242:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.250.15.101:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.107.196:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.75.49:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.127.243:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.214.32:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.215.16:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.250.13.240:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.126.83:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.66.63:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.106.214:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.197.161:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.71.16:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.107.50:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.39.160:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.65.203:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.250.10.223:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.126.255:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.67.113:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.250.15.198:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.126.227:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.127.191:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.199.150:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.70.211:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.74.192:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.198.196:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.214.225:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.30.134:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.250.10.100:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.250.19.16:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.250.7.230:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.250.5.237:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.111.80:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.30.6:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.111.130:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.199.19:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.203.246:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.250.10.6:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.39.144:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.43.115:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.250.15.67:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.111.209:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.127.243:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.250.10.100:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.123.33:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.215.192:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.250.17.225:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.126.255:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.67.4:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.121.224:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.197.161:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.74.227:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.250.14.143:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.203.166:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.71.146:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.195.70:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.202.134:50010,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete:  is added to invalidSet of 10.251.42.16:50010,Normal
